38.7511508573128	-77.4962664395571	Team 1 FOB
38.7513548708876	-77.4965264461935	Team 2 FOB
38.7511508573128	-77.4962664395571	Team 1 FOB
38.7513548708876	-77.4965264461935	Team 2 FOB
39.9726940162414	-74.9121724627912	MTown FOB Test 1
39.9728427195797	-74.9125327169895	Test Asset 2
39.9727491938893	-74.9126105010509	Test Asset 3
39.9728848574862	-74.912430793047	Test Asset 1
39.9726659456397	-74.9126198887825	Test Asset 4
39.9725035598734	-74.9124294519424	Test Asset 6
39.9725477535062	-74.912536740303	Test Asset 5
